patch_id,input
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_39_87,"Explain what this image shows, including the region, climate zone, and land cover characteristics."
S2B_MSIL2A_20180502T093039_N9999_R136_T34TEP_79_20,"Describe the landscape shown in this satellite image, mentioning the region, climate, and land cover classes."
S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_70_16,Describe this image in detail.
S2B_MSIL2A_20180204T094159_N9999_R036_T35VNH_12_58,"Describe the image, specifying the region, climate, and landscape features."
S2A_MSIL2A_20171101T094131_N9999_R036_T35VNK_42_78,"Provide a description of this image, including the location, season, and distribution of land cover types."
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNL_20_57,"Provide a detailed description of the image, specifying the geographic region and land cover types."
S2B_MSIL2A_20180521T100029_N9999_R122_T34WFS_28_50,"Describe the satellite scene, including the region, time of year, and land cover classes."
S2B_MSIL2A_20171112T114339_N9999_R123_T29UPU_56_07,"Explain the landscape features visible in this image, including where and when it was captured."
S2B_MSIL2A_20170924T093019_N9999_R136_T35VPK_12_77,Describe this image in detail.
S2B_MSIL2A_20180502T093039_N9999_R136_T34TEP_05_01,"Describe the satellite scene, including the region, time of year, and land cover classes."
S2B_MSIL2A_20180521T100029_N9999_R122_T34WFS_01_64,"Explain what can be seen in this satellite image, specifying where and when it was captured."
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_42_35,Describe this image in detail.
S2B_MSIL2A_20180521T100029_N9999_R122_T34WFS_66_84,"Explain the content of the image, highlighting the location, seasonal context, and land cover distribution."
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_72_18,"Describe the content of the satellite image, including where and when it was captured and the landscape composition."
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_23_55,"Describe this satellite image, including the location, season, and observed land cover."
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_06_41,"Provide a description of this satellite image, including its geographic location, season, and land cover types."
S2A_MSIL2A_20180430T094031_N9999_R036_T34TCR_62_12,"Explain the observed features in the image, specifying the geographic and seasonal context."
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_53_43,"Explain what this satellite image shows, mentioning the location, season, and landscape features."
S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_45_19,"Describe the observed landscape, specifying the geographic location, season, and land cover composition."
S2A_MSIL2A_20170613T101031_N9999_R022_T34VER_26_37,"Provide a comprehensive description of the scene, including the location, seasonal context and land cover distribution."
S2A_MSIL2A_20170905T095031_N9999_R079_T35VNL_44_62,"Describe this satellite image, including the location, season, and observed land cover."
S2A_MSIL2A_20171101T094131_N9999_R036_T35VNK_81_11,"Describe the landscape shown in this satellite image, mentioning the region, climate, and land cover classes."
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_64_13,"Provide a description of this satellite image, including its geographic location, season, and land cover types."
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_77_09,"Explain the landscape features visible in this image, including where and when it was captured."
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_35_63,"Describe the content of the satellite image, including where and when it was captured and the landscape composition."
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_69_44,Describe this image in detail.
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEQ_04_02,"Explain what this satellite image shows, mentioning the location, season, and landscape features."
S2A_MSIL2A_20180225T114351_N9999_R123_T29UPU_76_05,"Describe the content of the satellite image, including where and when it was captured and the landscape composition."
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_02_90,"Explain what this satellite image shows, mentioning the location, season, and landscape features."
S2B_MSIL2A_20180417T102019_N9999_R065_T34WFV_71_53,"Describe this satellite image, including the location, season, and observed land cover."
S2B_MSIL2A_20171206T094349_N9999_R036_T34TCR_42_02,"Describe this satellite image, noting the region, seasonal context, and distribution of land cover types."
S2B_MSIL2A_20170927T094019_N9999_R036_T35ULB_33_87,"Explain the observed features in the image, specifying the geographic and seasonal context."
S2A_MSIL2A_20180225T114351_N9999_R123_T29UPU_34_47,Describe the satellite image in detail.
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_34_81,"Provide a description of this satellite image, including its geographic location, season, and land cover types."
S2B_MSIL2A_20170924T093019_N9999_R136_T35VNH_38_62,"Give a detailed overview of this satellite scene, including the region and land cover classes."
S2B_MSIL2A_20170927T094019_N9999_R036_T35ULB_34_82,Describe the satellite image in detail.
S2A_MSIL2A_20180225T114351_N9999_R123_T29UPU_87_21,"Describe the satellite scene, including the region, time of year, and land cover classes."
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_87_37,"Describe the landscape shown in this satellite image, mentioning the region, climate, and land cover classes."
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_31_70,"Describe the observed landscape, specifying the geographic location, season, and land cover composition."
S2B_MSIL2A_20170824T100019_N9999_R122_T33TWM_57_10,"Provide a description of this satellite image, including its geographic location, season, and land cover types."
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEQ_71_84,"Describe the image, specifying the region, climate, and landscape features."
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNL_32_09,"Explain the distribution of land cover in this image, including the geographic region and season."
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_88_88,"Describe the image, noting where it was captured, the season, and the distribution of land cover types."
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_37_49,"Provide a description of this satellite image, including its geographic location, season, and land cover types."
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_39_76,"Provide an analysis of the satellite image, mentioning the geographic location, season, and land cover features."
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_90_15,"Describe this satellite image, including the location, season, and observed land cover."
S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_75_51,"Explain the features in the image, highlighting the geographic context, season, and land cover classes."
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_88_49,"Provide an description of the image content, highlighting the geographic location, season, and spatial patterns."
S2B_MSIL2A_20170924T093019_N9999_R136_T35VPK_80_17,"Explain the content of the image, highlighting the location, seasonal context, and land cover distribution."
S2A_MSIL2A_20171208T093351_N9999_R136_T34TEN_25_15,"Provide a summary of the scene, including geographic information, season, and land cover classes."
S2B_MSIL2A_20180326T112109_N9999_R037_T29SNB_22_74,"Describe the content of the satellite image, including where and when it was captured and the landscape composition."
S2B_MSIL2A_20170709T094029_N9999_R036_T35VNL_73_85,"Describe the image, noting where it was captured, the season, and the distribution of land cover types."
S2B_MSIL2A_20180224T112109_N9999_R037_T29SNC_77_86,"Describe this satellite image, including the location, season, and observed land cover."
S2B_MSIL2A_20170927T094019_N9999_R036_T35ULB_87_14,"Describe the satellite scene, including the region, time of year, and land cover classes."
S2A_MSIL2A_20171101T094131_N9999_R036_T35VNK_49_33,"Explain what this image shows, including the region, climate zone, and land cover characteristics."
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_77_90,Describe the satellite image in detail.
S2B_MSIL2A_20180127T102259_N9999_R065_T34VDN_11_87,"Provide a comprehensive description of the scene, including the location, seasonal context and land cover distribution."
S2A_MSIL2A_20171208T093351_N9999_R136_T34TEN_20_65,"Explain the content of the image, highlighting the location, seasonal context, and land cover distribution."
S2B_MSIL2A_20180417T102019_N9999_R065_T34WFV_71_78,"Describe the observed landscape, specifying the geographic location, season, and land cover composition."
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_83_43,"Give a detailed overview of the image content, including the geographic location and land cover features."
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_33_46,"Provide an analysis of the satellite image, mentioning the geographic location, season, and land cover features."
S2B_MSIL2A_20171206T094349_N9999_R036_T34TCR_63_31,Describe the satellite image in detail.
S2A_MSIL2A_20171101T094131_N9999_R036_T35VNK_09_58,"Explain the landscape features visible in this image, including where and when it was captured."
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_19_67,"Provide an analysis of the satellite image, mentioning the geographic location, season, and land cover features."
S2B_MSIL2A_20171015T104009_N9999_R008_T31UGR_15_81,"Describe the observed landscape, specifying the geographic location, season, and land cover composition."
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_18_21,"Describe the content of the image, including the region, climate zone, and land cover distribution."
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_06_90,"Describe the satellite scene, including the region, time of year, and land cover classes."
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_82_24,"Provide a detailed description, mentioning the location, seasonal context, and different land covers."
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_09_18,"Describe the content of the image, including the region, climate zone, and land cover distribution."
S2A_MSIL2A_20170905T095031_N9999_R079_T35VNL_71_90,"Explain the features in the image, highlighting the geographic context, season, and land cover classes."
S2B_MSIL2A_20180521T100029_N9999_R122_T34WFS_88_15,Describe the satellite image in detail.
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_09_09,Describe the satellite image in detail.
S2A_MSIL2A_20171104T095201_N9999_R079_T33TXN_19_02,"Provide an analysis of the satellite image, mentioning the geographic location, season, and land cover features."
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_15_19,"Describe the observed landscape, specifying the geographic location, season, and land cover composition."
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_55_06,"Provide a detailed description of the image, specifying the geographic region and land cover types."
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_75_05,"Explain what this satellite image shows, mentioning the location, season, and landscape features."
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_13_02,"Provide a summary of the scene, including geographic information, season, and land cover classes."
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_67_81,"Give a detailed overview of this satellite scene, including the region and land cover classes."
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_65_37,"Describe this satellite image, noting the region, seasonal context, and distribution of land cover types."
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_04_84,"Describe the image, specifying the region, climate, and landscape features."
S2B_MSIL2A_20170906T101019_N9999_R022_T34VDN_78_12,"Provide an description of the image content, highlighting the geographic location, season, and spatial patterns."
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_57_68,"Describe the image, specifying the region, climate, and landscape features."
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_57_06,"Provide a comprehensive description of the scene, including the location, seasonal context and land cover distribution."
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_72_41,"Give a comprehensive overview of the image, specifying the location, climate, and landscape features."
S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_65_61,"Explain what can be seen in this satellite image, specifying where and when it was captured."
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEQ_29_57,"Describe the content of the satellite image, including where and when it was captured and the landscape composition."
S2B_MSIL2A_20180224T112109_N9999_R037_T29SNC_58_73,"Describe the content of the satellite image, including where and when it was captured and the landscape composition."
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_19_08,"Explain the observed land cover and spatial patterns, including the location and climate context."
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_21_05,"Describe the image, specifying the region, climate, and landscape features."
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_86_59,"Provide a description of this image, including the location, season, and distribution of land cover types."
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_05_76,"Explain what can be seen in this satellite image, specifying where and when it was captured."
S2B_MSIL2A_20180326T112109_N9999_R037_T29SNB_82_65,"Give a detailed overview of the image content, including the geographic location and land cover features."
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_80_39,"Explain the distribution of land cover in this image, including the geographic region and season."
S2B_MSIL2A_20180326T112109_N9999_R037_T29SNB_18_31,"Describe the image, noting where it was captured, the season, and the distribution of land cover types."
S2A_MSIL2A_20170613T101031_N9999_R022_T34VER_01_88,"Describe the image, noting where it was captured, the season, and the distribution of land cover types."
S2B_MSIL2A_20180326T112109_N9999_R037_T29SNB_00_04,"Describe this satellite image, noting the region, seasonal context, and distribution of land cover types."
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_22_21,"Explain the observed land cover and spatial patterns, including the location and climate context."
S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_11_33,"Explain the content of the image, highlighting the location, seasonal context, and land cover distribution."
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_64_03,"Describe the content of the image, including the region, climate zone, and land cover distribution."
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNK_68_14,"Explain what can be seen in this satellite image, specifying where and when it was captured."
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_27_03,"Explain the content of the image, highlighting the location, seasonal context, and land cover distribution."
S2A_MSIL2A_20170813T112121_N9999_R037_T29SNC_69_51,"Explain the features in the image, highlighting the geographic context, season, and land cover classes."
S2A_MSIL2A_20171101T094131_N9999_R036_T35VNK_79_17,"Describe the image, noting where it was captured, the season, and the distribution of land cover types."
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNL_81_79,"Explain the observed features in the image, specifying the geographic and seasonal context."
S2B_MSIL2A_20170709T094029_N9999_R036_T35VNL_26_63,"Describe this satellite image, including the location, season, and observed land cover."
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_80_43,"Provide a detailed description, mentioning the location, seasonal context, and different land covers."
S2A_MSIL2A_20180510T094031_N9999_R036_T35VLC_13_50,"Explain the features in the image, highlighting the geographic context, season, and land cover classes."
S2A_MSIL2A_20170905T095031_N9999_R079_T35VNL_51_69,"Describe the image, noting where it was captured, the season, and the distribution of land cover types."
S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_38_29,"Provide an description of the image content, highlighting the geographic location, season, and spatial patterns."
S2B_MSIL2A_20180225T105019_N9999_R051_T31UER_81_00,"Explain what this satellite image shows, mentioning the location, season, and landscape features."
S2A_MSIL2A_20171101T094131_N9999_R036_T35VNK_81_19,"Explain the features in the image, highlighting the geographic context, season, and land cover classes."
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_80_14,"Provide a summary of the scene, including geographic information, season, and land cover classes."
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_55_43,"Describe the image, noting where it was captured, the season, and the distribution of land cover types."
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_09_11,"Give a comprehensive overview of the image, specifying the location, climate, and landscape features."
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_30_04,"Describe this satellite image, noting the region, seasonal context, and distribution of land cover types."
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_80_41,"Describe this satellite image, noting the region, seasonal context, and distribution of land cover types."
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_77_05,"Describe the image, specifying the region, climate, and landscape features."
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_35_34,"Give a detailed overview of this satellite scene, including the region and land cover classes."
S2A_MSIL2A_20170813T112121_N9999_R037_T29SNC_56_45,"Describe the image, specifying the region, climate, and landscape features."
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_03_77,"Provide a summary of the scene, including geographic information, season, and land cover classes."
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_03_68,"Describe the image, noting where it was captured, the season, and the distribution of land cover types."
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_18_90,"Give a detailed overview of the image content, including the geographic location and land cover features."
S2B_MSIL2A_20171206T094349_N9999_R036_T34TCR_73_56,"Explain the observed land cover and spatial patterns, including the location and climate context."
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNL_41_16,"Describe the content of the image, including the region, climate zone, and land cover distribution."
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNK_39_44,"Describe the satellite scene, including the region, time of year, and land cover classes."
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_52_85,"Describe the content of the image, including the region, climate zone, and land cover distribution."
S2B_MSIL2A_20171112T114339_N9999_R123_T29UPU_24_24,"Describe this satellite image, including the location, season, and observed land cover."
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_02_58,"Give a detailed overview of this satellite scene, including the region and land cover classes."
S2A_MSIL2A_20180318T093031_N9999_R136_T35UMB_29_00,"Provide a comprehensive description of the scene, including the location, seasonal context and land cover distribution."
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_87_52,"Give a detailed overview of the image content, including the geographic location and land cover features."
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_23_02,"Provide a detailed description of the image, specifying the geographic region and land cover types."
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_32_28,"Describe the content of the satellite image, including where and when it was captured and the landscape composition."
S2A_MSIL2A_20171101T094131_N9999_R036_T35VNK_83_83,"Explain the distribution of land cover in this image, including the geographic region and season."
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_39_57,"Describe this satellite image, noting the region, seasonal context, and distribution of land cover types."
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_25_90,"Provide a summary of the scene, including geographic information, season, and land cover classes."
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_28_26,"Describe this satellite image, noting the region, seasonal context, and distribution of land cover types."
S2B_MSIL2A_20170709T094029_N9999_R036_T35VNL_43_28,"Provide an analysis of the satellite image, mentioning the geographic location, season, and land cover features."
S2A_MSIL2A_20180413T095031_N9999_R079_T35VLG_46_12,"Provide an analysis of the satellite image, mentioning the geographic location, season, and land cover features."
S2B_MSIL2A_20180326T112109_N9999_R037_T29SNB_57_13,"Explain the features in the image, highlighting the geographic context, season, and land cover classes."
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_41_69,"Give a comprehensive overview of the image, specifying the location, climate, and landscape features."
S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_44_21,"Provide an analysis of the satellite image, mentioning the geographic location, season, and land cover features."
S2B_MSIL2A_20180502T093039_N9999_R136_T34TEP_17_50,"Give a comprehensive overview of the image, specifying the location, climate, and landscape features."
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_15_64,"Describe the landscape shown in this satellite image, mentioning the region, climate, and land cover classes."
S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_18_26,"Give a detailed overview of the image content, including the geographic location and land cover features."
S2A_MSIL2A_20180318T093031_N9999_R136_T35UMB_00_22,Describe this image in detail.
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_00_47,"Explain what this image shows, including the region, climate zone, and land cover characteristics."
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_19_83,"Describe the satellite scene, including the region, time of year, and land cover classes."
S2A_MSIL2A_20170813T112121_N9999_R037_T29SNC_83_27,"Provide a description of this image, including the location, season, and distribution of land cover types."
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_07_46,Describe the satellite image in detail.
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNL_60_69,"Explain the observed land cover and spatial patterns, including the location and climate context."
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_86_59,"Provide an description of the image content, highlighting the geographic location, season, and spatial patterns."
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_77_74,"Explain the content of the image, highlighting the location, seasonal context, and land cover distribution."
S2B_MSIL2A_20180521T100029_N9999_R122_T34WFS_10_50,"Describe the landscape shown in this satellite image, mentioning the region, climate, and land cover classes."
S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_88_03,"Give a comprehensive overview of the image, specifying the location, climate, and landscape features."
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_46_87,"Give a detailed overview of this satellite scene, including the region and land cover classes."
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_81_44,"Describe this satellite image, noting the region, seasonal context, and distribution of land cover types."
S2B_MSIL2A_20170709T094029_N9999_R036_T35VNL_87_15,"Describe the content of the image, including the region, climate zone, and land cover distribution."
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_14_00,"Describe the observed landscape, specifying the geographic location, season, and land cover composition."
S2B_MSIL2A_20171015T104009_N9999_R008_T31UGR_28_07,"Give a detailed overview of this satellite scene, including the region and land cover classes."
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_26_05,"Provide an analysis of the satellite image, mentioning the geographic location, season, and land cover features."
S2B_MSIL2A_20180224T112109_N9999_R037_T29SNC_11_23,"Explain the observed features in the image, specifying the geographic and seasonal context."
S2A_MSIL2A_20170813T112121_N9999_R037_T29SNC_24_31,"Describe this satellite image, noting the region, seasonal context, and distribution of land cover types."
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_01_85,"Provide a detailed description, mentioning the location, seasonal context, and different land covers."
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_55_03,"Provide a summary of the scene, including geographic information, season, and land cover classes."
S2B_MSIL2A_20170709T094029_N9999_R036_T35VNL_18_73,"Describe the content of the image, including the region, climate zone, and land cover distribution."
S2A_MSIL2A_20180318T093031_N9999_R136_T35UMB_11_71,"Describe the image, specifying the region, climate, and landscape features."
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_37_80,"Explain what can be seen in this satellite image, specifying where and when it was captured."
S2B_MSIL2A_20170927T094019_N9999_R036_T35ULB_09_86,"Describe this satellite image, including the location, season, and observed land cover."
S2A_MSIL2A_20180430T094031_N9999_R036_T34TCR_87_25,"Provide a detailed summary of the scene, including the location and distribution of different land cover types."
S2B_MSIL2A_20170924T093019_N9999_R136_T35VNH_53_36,"Explain what this image shows, including the region, climate zone, and land cover characteristics."
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_15_80,"Explain the observed land cover and spatial patterns, including the location and climate context."
S2B_MSIL2A_20170924T093019_N9999_R136_T35VPK_22_67,Describe the satellite image in detail.
S2A_MSIL2A_20180413T095031_N9999_R079_T35VLG_17_21,"Describe the content of the image, including the region, climate zone, and land cover distribution."
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_06_30,Describe the satellite image in detail.
S2A_MSIL2A_20180413T095031_N9999_R079_T35VLG_10_24,"Explain the content of the image, highlighting the location, seasonal context, and land cover distribution."
S2A_MSIL2A_20170905T095031_N9999_R079_T35VNL_62_21,"Explain the features in the image, highlighting the geographic context, season, and land cover classes."
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_54_02,"Describe the image, specifying the region, climate, and landscape features."
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_51_58,"Describe the image, specifying the region, climate, and landscape features."
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_54_82,"Describe the landscape shown in this satellite image, mentioning the region, climate, and land cover classes."
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_51_09,"Provide an description of the image content, highlighting the geographic location, season, and spatial patterns."
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_02_44,"Explain the observed land cover and spatial patterns, including the location and climate context."
S2B_MSIL2A_20170709T094029_N9999_R036_T35VNL_70_76,Describe this image in detail.
S2B_MSIL2A_20180417T102019_N9999_R065_T34WFV_80_74,"Explain what this satellite image shows, mentioning the location, season, and landscape features."
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_01_40,"Provide a detailed summary of the scene, including the location and distribution of different land cover types."
S2A_MSIL2A_20170613T101031_N9999_R022_T34VER_43_30,"Provide an analysis of the satellite image, mentioning the geographic location, season, and land cover features."
S2B_MSIL2A_20170924T093019_N9999_R136_T35VNH_32_20,"Give a detailed overview of this satellite scene, including the region and land cover classes."
S2A_MSIL2A_20171104T095201_N9999_R079_T33TXN_45_01,"Give a comprehensive overview of the image, specifying the location, climate, and landscape features."
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_72_80,"Provide a description of this satellite image, including its geographic location, season, and land cover types."
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_10_70,"Explain the observed features in the image, specifying the geographic and seasonal context."
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_64_83,"Provide a summary of the scene, including geographic information, season, and land cover classes."
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_50_24,Describe this image in detail.
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_78_00,"Explain the content of the image, highlighting the location, seasonal context, and land cover distribution."
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_79_75,"Provide an description of the image content, highlighting the geographic location, season, and spatial patterns."
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_43_80,"Explain the distribution of land cover in this image, including the geographic region and season."
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_12_78,"Describe the image, noting where it was captured, the season, and the distribution of land cover types."
S2A_MSIL2A_20171104T095201_N9999_R079_T33TXN_15_37,"Describe the observed landscape, specifying the geographic location, season, and land cover composition."
S2A_MSIL2A_20180430T094031_N9999_R036_T34TCR_75_15,"Describe the satellite scene, including the region, time of year, and land cover classes."
S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_46_66,"Explain the observed features in the image, specifying the geographic and seasonal context."
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_15_46,"Give a detailed overview of the image content, including the geographic location and land cover features."
S2B_MSIL2A_20170927T094019_N9999_R036_T35ULB_41_84,Describe the satellite image in detail.
S2B_MSIL2A_20171015T104009_N9999_R008_T31UGR_05_56,Describe the satellite image in detail.
S2A_MSIL2A_20170905T095031_N9999_R079_T35VNL_53_78,"Explain the content of the image, highlighting the location, seasonal context, and land cover distribution."
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWM_23_18,"Explain the landscape features visible in this image, including where and when it was captured."
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_38_08,"Explain what this satellite image shows, mentioning the location, season, and landscape features."
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_74_59,"Give a detailed overview of this satellite scene, including the region and land cover classes."
S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_27_17,"Explain the observed land cover and spatial patterns, including the location and climate context."
S2B_MSIL2A_20180326T112109_N9999_R037_T29SNB_43_07,"Describe the observed landscape, specifying the geographic location, season, and land cover composition."
S2B_MSIL2A_20170927T094019_N9999_R036_T35ULB_59_13,"Explain the distribution of land cover in this image, including the geographic region and season."
S2A_MSIL2A_20170613T101031_N9999_R022_T34VER_64_80,"Provide a description of this image, including the location, season, and distribution of land cover types."
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_04_34,"Give a detailed overview of this satellite scene, including the region and land cover classes."
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_28_58,"Provide a summary of the scene, including geographic information, season, and land cover classes."
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_22_31,"Provide an analysis of the satellite image, mentioning the geographic location, season, and land cover features."
S2A_MSIL2A_20171101T094131_N9999_R036_T35VNK_09_61,"Explain the landscape features visible in this image, including where and when it was captured."
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_57_87,"Give a detailed overview of the image content, including the geographic location and land cover features."
S2B_MSIL2A_20171015T104009_N9999_R008_T31UGS_16_66,Describe the satellite image in detail.
S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_36_79,"Describe the content of the image, including the region, climate zone, and land cover distribution."
S2B_MSIL2A_20170824T100019_N9999_R122_T33TWM_46_13,"Explain the observed features in the image, specifying the geographic and seasonal context."
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_35_57,"Give a comprehensive overview of the image, specifying the location, climate, and landscape features."
S2B_MSIL2A_20170906T101019_N9999_R022_T34WFS_83_20,"Provide a detailed description of the image, specifying the geographic region and land cover types."
S2A_MSIL2A_20180430T094031_N9999_R036_T34TCR_46_87,"Explain the content of the image, highlighting the location, seasonal context, and land cover distribution."
S2B_MSIL2A_20171015T104009_N9999_R008_T31UGR_02_48,"Describe the satellite scene, including the region, time of year, and land cover classes."
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_51_11,"Explain the landscape features visible in this image, including where and when it was captured."
S2A_MSIL2A_20171221T112501_N9999_R037_T29SND_87_45,"Explain the content of the image, highlighting the location, seasonal context, and land cover distribution."
S2B_MSIL2A_20180225T105019_N9999_R051_T31UER_45_00,"Describe the content of the satellite image, including where and when it was captured and the landscape composition."
